1;0.0007589565283372948,0.00015578005606655074,0.0006616796133394055,0.0007756940967738443,0.0007310099545079165
2;0.0003885967660474263,1.7804060523631396e-05,0.00033640435655286276,0.0003968320639724792,0.0003741998861739946
3;0.0003099570324834077,8.321271424730731e-06,0.00027880215224254765,0.0003163865899354993,0.0002986136314092131
4;0.0005119996881111401,4.0245457626202413e-05,0.0004779164719454531,0.0005228471787491016,0.0004930392812084438
5;0.0003722303536248915,1.3462936119002293e-05,0.0004021671490482287,0.000379885984754673,0.00035900187510207475
6;0.0006213297652154071,9.41660749516186e-05,0.0004682399744127862,0.0006350720508096296,0.0005986837800326802
7;0.0007583521819323246,0.00016263875824846166,0.0006721331811046989,0.0007744568945127824,0.0007300681549086275
8;0.0009119980945088465,0.000300627654185768,0.0008317484038929024,0.0009332476095616641,0.0008771464815234052
9;0.000782146512436669,0.00021330561979350442,0.0006454560345295093,0.0007996640332834944,0.0007505814447487387
10;0.0007841068044538777,0.00019359313594898817,0.0007140258424011693,0.0008000822869028809,0.0007568351756493718
11;0.0007289392238357585,0.00014046942957271898,0.0006189478365270312,0.0007445133343291785,0.000701904264928817
12;0.0015292503074637576,0.0013355963459809677,0.0013890264952523873,0.0015611467061288325,0.001470562976683512
13;0.0005103333987930409,4.435227007310865e-05,0.00043075374600988893,0.0005215669063538003,0.0004906741953107299
14;0.000740548022025288,0.0001660927265584733,0.0005837401022822929,0.0007531849261580017,0.0007129063388144872
15;0.0006366257125136515,8.624849389990029e-05,0.0006135612462396568,0.0006504507455515957,0.0006130811471428874
16;0.00046125685188911747,2.8920960300289335e-05,0.0004047431877998111,0.00047121418866508645,0.00044405862941971995
17;0.000358732461191638,1.2727857162446902e-05,0.0003349259191999456,0.00036612003571472875,0.00034579177176363675
18;0.0004487023599223781,3.589240962772735e-05,0.0002487874594496815,0.0004580949376612998,0.0004322665712211604
19;0.0006565919770937402,9.976180075980358e-05,0.0005366637892053378,0.0006681530556323687,0.0006370469068515286
20;0.0004983464996437469,4.32745874594356e-05,0.00039710146565574364,0.0005083241052255285,0.00048102051601124786
21;0.000246094169050651,3.894572358422659e-06,0.00023826108073091672,0.00025134644785038384,0.00023660535998940436
22;0.0009904577575540084,0.0003587422142972017,0.0009110814066153888,0.0010115050186123467,0.0009558948686154741
23;0.0009908026209436678,0.0003864941645144935,0.0009155888464372338,0.001012973493696352,0.000951041059752984
24;0.0004928686489919568,3.803856472653907e-05,0.0004209208553408843,0.0005031585519860756,0.00047488174111592603
25;0.00043363922682594045,2.4737231001259757e-05,0.00037892607356994514,0.0004431825268750711,0.00041676410986465
26;0.00041932958556526394,2.2033355023391125e-05,0.00038563654921543926,0.0004282584033574084,0.00040361766610544564
27;0.0003432548557044274,1.191308358021553e-05,0.0002839477874953485,0.00035044324158016454,0.00033067661585452565
28;0.0008062562721538385,0.00018214952196842478,0.0007059487022870934,0.0008233384219120533,0.0007772050571901674
29;0.00021928808868750308,2.598631522515412e-06,0.00024131365597167493,0.00022369695214865986,0.00021148600527642265
30;0.001120828136733457,0.000624770792702496,0.0007850967084498684,0.0011448144985261464,0.0010791728705216968
31;0.0005660880711185204,5.998153232290008e-05,0.0004544691392615552,0.0005784451830241566,0.0005447668327148679
32;0.0008588983013711375,0.0002862863765949852,0.0005991459506746967,0.0008765747600275356,0.0008267706694880963
